编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,商家地址,月销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
94,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao夏微和小素"，"点我对话"),夏微和小素,希旺不锈钢,,13632029997,,https://shop108858378.taobao.com,77,广东省潮州市,,,4.91489,52.89%,4.91489,45.91%,4.94681分,64.99%,,,,,,,,,,
95,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao莅玲0408"，"点我对话"),莅玲0408,夏夏潮流女装 Miss Qi,,15908640604,,https://shop67604830.taobao.com,0,湖北省荆门市,,99%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
96,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoami01"，"点我对话"),ami01,一鲸造物,,18921167718,,https://shop34983798.taobao.com,6,江苏省无锡市,,99.5%,4.89583分,39.26%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
97,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao燕南翔"，"点我对话"),燕南翔,燕南翔轻奢小铺,,13360828752,,https://shop36567146.taobao.com,154,广东省汕头市,,,4.98109分,86.29%,4.98343分,86.00%,4.98546分,87.32%,,,,,,,,,,
98,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogreysky812"，"点我对话"),greysky812,捷科安防,,18926521604,,https://shop58913850.taobao.com,30,广东省深圳市,,99.3%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
99,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaochanderlee"，"点我对话"),chanderlee,七彩花园,,,18758270159,https://shop63349735.taobao.com,215,浙江省杭州市,,,4.90515分,31.25%,4.95935分,65.65%,4.9458分,52.73%,,,,,,,,,,
100,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao汽车油漆及辅料批发"，"点我对话"),汽车油漆及辅料批发,高邦汽车烤漆用品,,,13851587787,https://shop72490209.taobao.com,402,江苏省南京市,,98.8%,4.75641分,-1.68%,4.78205分,-1.51%,4.79487分,-1.29%,,,,,,,,,,
101,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozihuikuang"，"点我对话"),zihuikuang,影像故事,13111871568,13111871568,13111871568,https://shop35667465.taobao.com,1651,四川省成都市,,,4.98462,82.19%,4.98462,80.19%,4.98462分,80.53%,,,,,,,,,,
102,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao白领衣尚2012"，"点我对话"),白领衣尚2012,野狼户外休闲用品平价,,13757096062,,https://shop102323739.taobao.com,100,浙江省丽水市,,99.2%,4.65455分,-3.95%,4.68182分,-3.81%,4.67273分,-4.04%,,,,,,,,,,
103,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao艺苑画材"，"点我对话"),艺苑画材,得运画材,,15998287266,,https://shop66419927.taobao.com,1409,辽宁省沈阳市,,99.2%,4.8091分,-1.04%,4.84032分,-0.71%,4.83764分,-0.86%,,,,,,,,,,
104,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao马上有钱烟具店"，"点我对话"),马上有钱烟具店,烟盒 之家,,18395903181,18395903181,https://shop109817071.taobao.com,429,浙江省金华市,,97.8%,4.66667分,-3.90%,4.7197分,-3.23%,4.79545分,-1.71%,,,,,,,,,,
105,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao志发家具"，"点我对话"),志发家具,志发家具,,18650131159,18859287089,https://shop68078573.taobao.com,27,福建省厦门市,,,4.86667分,-0.96%,4.86667分,-1.13%,4.86667分,-1.10%,,,,,,,,,,
106,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao专业耳夹"，"点我对话"),专业耳夹,专业耳夹 无耳洞耳环,,15957956195,,https://shop103496292.taobao.com,1645,浙江省金华市,,98.4%,4.73391分,-2.57%,4.77253分,-2.29%,4.81974分,-1.43%,,,,,,,,,,
107,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao西苑清风"，"点我对话"),西苑清风,凯庭工程照明,,18015055033,,https://shop100294236.taobao.com,11,江苏省常州市,,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
108,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao好宝贝2779"，"点我对话"),好宝贝2779,雅馨创意家居礼品批发,15093897238,15093897238,,https://shop60186531.taobao.com,0,河南省平顶山市,,98.3%,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
109,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojindj88905"，"点我对话"),jindj88905,帝途车饰现代汽车装饰,15122273601,18622282856,18622282856,https://shop69499418.taobao.com,378,天津市,,,4.91097分,45.13%,4.92258分,46.51%,4.88774分,21.04%,,,,,,,,,,
110,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao华御龙食品有限公司"，"点我对话"),华御龙食品有限公司,華御龍食品有限公司,,18938388228,,https://shop155516647.taobao.com,1865,广东省茂名市,,,4.81911,5.48%,4.82724,0.18%,4.80488分,-0.77%,,,,,,,,,,
111,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱你一生_1996"，"点我对话"),爱你一生_1996,恒新沙发家居布艺,,13853953703,,https://shop66384357.taobao.com,0,山东省临沂市,,98.9%,4.0分,-16.88%,4.0分,-17.41%,4.0分,-17.48%,,,,,,,,,,
112,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao亨泰银楼"，"点我对话"),亨泰银楼,亨泰银楼,15081939958,,,https://htzqk.taobao.com,82,河北省唐山市,,,4.92271,57.22%,4.87923,23.25%,4.97101分,80.92%,,,,,,,,,,
113,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao量版尚食"，"点我对话"),量版尚食,味特美,15123012076,15123012076,,https://shop141028818.taobao.com,0,重庆市,,,4.77165,0.49%,4.81102,-0.50%,4.81365分,0.48%,,,,,,,,,,
114,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao喵咪咪咪咪咪咪咪咪咪"，"点我对话"),喵咪咪咪咪咪咪咪咪咪,猫本喵时尚真皮小码女,15817229815,15817229815,,https://shop110286833.taobao.com,294,广东省深圳市,,,4.81429分,0.30%,4.80952分,-1.08%,4.8381分,-0.62%,,,,,,,,,,
115,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao色摄007"，"点我对话"),色摄007,皇器家居,17098072798,17098072798,,https://shop115983277.taobao.com,14,浙江省杭州市,,,4.98091分,77.88%,4.98197分,76.78%,4.99258分,90.61%,,,,,,,,,,
116,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofengteng_2008"，"点我对话"),fengteng_2008,世界名牌巧克力店,13621372513,18046522133,,https://shop36800753.taobao.com,1158,北京市,,,4.90208分,48.79%,4.92878分,56.57%,4.93175分,56.74%,,,,,,,,,,
117,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao3小辉"，"点我对话"),3小辉,好鲜汇,,18726479563,,https://shop104343159.taobao.com,0,安徽省合肥市,,100%,4.83333,12.84%,4.83333,0.10%,4.83333分,0.18%,,,,,,,,,,
118,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao汉布达拉宫"，"点我对话"),汉布达拉宫,丽人美容瘦身馆,18688000166,,,https://shop61277662.taobao.com,1,广东省汕头市,,98.8%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
119,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojiang_cm1"，"点我对话"),jiang_cm1,新宇母婴 玩具,,15901904910,,https://shop107630828.taobao.com,0,上海市,,99.5%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
120,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao网可然2005"，"点我对话"),网可然2005,网家宝潮袜店,,18072811282,,https://shop33148172.taobao.com,0,浙江省杭州市,,99.1%,4.94分,70.80%,4.84分,3.15%,4.88分,24.73%,,,,,,,,,,
121,广州风锐汽车用品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao风锐车品专营店"，"点我对话"),风锐车品专营店,风锐车品专营店,,13177822585,,https://shop239101986.taobao.com/,15043,江西省南昌市,,,4.95852分,65.43%,4.94963分,60.52%,4.95481分,62.77%,,,,,,,,,,
122,长沙祺聚奶粉贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao祺聚家居专营店"，"点我对话"),祺聚家居专营店,祺聚家居专营店,,15162192827,,https://shop546129342.taobao.com/,42369,湖南 长沙,,,4.8123分,1.70%,4.81157分,1.53%,4.8311分,1.21%,,,,,,,,,,
123,上海博友美食品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao博友美食品专营店"，"点我对话"),博友美食品专营店,博友美食品专营店,13524924448,13764346207,13524924448,https://shop375701809.taobao.com/,31047,上海,,,4.95227分,69.12%,4.94391分,63.57%,4.93516分,56.70%,,,,,,,,,,
124,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao易祥货架"，"点我对话"),易祥货架,易祥货架,,13613054980,,https://shop110227752.taobao.com/,0,广东省深圳市,,99.7%,,,,,,,,,,,,,,,,
125,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao7阿弥陀佛7"，"点我对话"),7阿弥陀佛7,经轮宝藏,,13051713671,,https://shop107860075.taobao.com/,3634,北京市,,99.7%,4.95896分,71.53%,4.94963分,58.97%,4.9347分,46.18%,,,,,,,,,,
126,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolpsxxdd"，"点我对话"),lpsxxdd,e趣黛安芬,,,18961980717,https://shop59073841.taobao.com,47,江苏省盐城市,,99.7%,4.87805分,28.89%,4.85366分,0.17%,4.87805分,7.65%,,,,,,,,,,
127,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao博文通信"，"点我对话"),博文通信,绿然果蔬,15194059888,,,https://shop57611203.taobao.com,146,山东省临沂市,,,4.71429,-3.04%,4.71429,-3.43%,4.61905分,-5.45%,,,,,,,,,,
128,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao创意小饰品"，"点我对话"),创意小饰品,深圳昌星科技无线遥控,,13926588426,,https://shop34382356.taobao.com,1072,广东省深圳市,,99.3%,4.88889,-0.50%,4.91005,0.25%,4.84085分,-1.63%,,,,,,,,,,
129,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao遛遛时尚店"，"点我对话"),遛遛时尚店,遛遛时尚店,,18639123478,18639123478,https://shop73302093.taobao.com,54,河南省焦作市,,,4.76316分,-1.97%,4.84211分,-0.86%,4.93421分,40.46%,,,,,,,,,,
130,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao西四音响批发店"，"点我对话"),西四音响批发店,浩纳音频,,13520553699,,https://shop118345059.taobao.com,0,北京市,,99.6%,4.82407分,-0.73%,4.76852分,-2.19%,4.78704分,-1.90%,,,,,,,,,,
131,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyan668989"，"点我对话"),yan668989,舒客莱家居厂家定制,,18069790828,,https://shop35040853.taobao.com,20,浙江省杭州市,,99.8%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
132,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao竹叶青81hc"，"点我对话"),竹叶青81hc,原料总汇,,13560314294,,https://shop66349284.taobao.com,0,广东省广州市,,99.6%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
133,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao中华电子贸易"，"点我对话"),中华电子贸易,新时代数码正品店,,13681735985,,https://shop58965991.taobao.com,6,上海市,,97.9%,4.77778分,-1.68%,4.77778分,-2.00%,5.0分,100.00%,,,,,,,,,,
134,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao邢序良"，"点我对话"),邢序良,玉友鑫美容用品商行,,13535529906,,https://shop108540657.taobao.com,62,广东省广州市,,99.4%,4.78947,-1.55%,4.80702,-1.37%,4.87719分,0.10%,,,,,,,,,,
135,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao山村女尸1987"，"点我对话"),山村女尸1987,IOC SWIM WEAR,15640059001,,,https://shop66034769.taobao.com,4,辽宁省沈阳市,,99.8%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
136,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoynj360"，"点我对话"),ynj360,一一玩具乐园,,,18042027583,https://shop36967988.taobao.com,2,,,98.8%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
137,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodongjiachen1985"，"点我对话"),dongjiachen1985,北京宏元腾服务器存储,18510172165,15600059238,,https://shop105189630.taobao.com,1,北京市,,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
138,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohui775879"，"点我对话"),hui775879,hui775879甜美时尚优,,18697537781,,https://shop65664798.taobao.com,0,安徽省淮南市,,99.2%,,,,,,,,,,,,,,,,
139,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocxm198325"，"点我对话"),cxm198325,华煊工厂店 规格齐全,18337056123,18837099123,,https://shop163459861.taobao.com,153,河南省商丘市,,,4.86395分,24.69%,4.87075分,17.86%,4.89116分,28.35%,,,,,,,,,,
140,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofashionmen1989"，"点我对话"),fashionmen1989,闪光速印刷包装厂,15112228299,15112228299,,https://shop66002999.taobao.com,7193,广东省广州市,,,4.99359分,95.44%,4.99573分,96.58%,4.99359分,94.67%,,,,,,,,,,
141,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天使的亲亲宝贝"，"点我对话"),天使的亲亲宝贝,玲珑居纯银饰品,13515161916,13515161916,,https://shop63435725.taobao.com,38,江苏省泰州市,,98.7%,4.92063分,43.76%,4.95238分,58.90%,4.95238分,56.90%,,,,,,,,,,
142,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao斯派厨具"，"点我对话"),斯派厨具,斯派厨具,,13405337978,,https://shop109255549.taobao.com,1,山东省淄博市,,,4.6分,-5.34%,4.6分,-5.64%,4.6分,-5.73%,,,,,,,,,,
143,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoumaiya_呜嘛呀"，"点我对话"),umaiya_呜嘛呀,日本啤酒麦屋,,13267236688,,https://shop105852154.taobao.com,842,广东省深圳市,,,4.92591,61.26%,4.93179,58.40%,4.9216分,50.31%,,,,,,,,,,
144,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao杭州生物科技有限公司"，"点我对话"),杭州生物科技有限公司,杭州陆恒生物科技直销,13685782540,13685782540,,https://shop117002415.taobao.com,173,浙江省杭州市,,99.8%,4.99901分,98.85%,4.99802分,97.45%,4.99405分,92.47%,,,,,,,,,,
145,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梦森968"，"点我对话"),梦森968,三和旅游用品批发厂,,17715121567,,https://shop103943796.taobao.com,0,江苏省扬州市,,98.3%,4.66667分,-3.02%,4.66667分,-3.65%,4.5分,-7.17%,,,,,,,,,,
146,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoalexlqy1987"，"点我对话"),alexlqy1987,安吉贝拉精品婴幼儿童,,,18957478890,https://shop63788194.taobao.com,0,,,99.8%,,,,,,,,,,,,,,,,
147,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxt644763511"，"点我对话"),xt644763511,朵朵宠物朵朵的甜心窝,15956009029,,,https://shop71227082.taobao.com,197,安徽省宿州市,,99.8%,4.90995分,34.73%,4.91943分,31.91%,4.90047分,13.20%,,,,,,,,,,
148,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao广州芳村清溪茶业"，"点我对话"),广州芳村清溪茶业,广州芳村清溪茶行,,13533840053,,https://shop69102654.taobao.com,2,广东省广州市,,99.6%,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
149,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao福众家具商城"，"点我对话"),福众家具商城,合王家具商城,,18934355658,18675716048,https://shop106890134.taobao.com,230,广东省佛山市,,,4.97231分,67.92%,4.97231分,64.34%,4.97231分,64.95%,,,,,,,,,,
150,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoskwangli"，"点我对话"),skwangli,蜀孜味食品,,18990260335,,https://shop65928138.taobao.com,2077,四川省德阳市,,,4.88711,41.01%,4.90186,40.13%,4.90314分,38.59%,,,,,,,,,,
151,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雪儿内衣批发商城"，"点我对话"),雪儿内衣批发商城,贤贝勒护肤美妆店,17346571059,,,https://shop120284132.taobao.com,1,,,,4.75分,-2.03%,4.75分,-2.55%,4.75分,-2.63%,,,,,,,,,,
152,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao百合9199"，"点我对话"),百合9199,百合9199品牌护肤品,,13619028822,13619028822,https://shop61572364.taobao.com,121,四川省自贡市,,,4.89024,27.64%,4.88618,9.26%,4.88618分,6.36%,,,,,,,,,,
153,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao馨骏之城"，"点我对话"),馨骏之城,馨骏家具,,,15260388788,https://shop114875051.taobao.com,58,福建省泉州市,,,4.97311分,68.84%,4.97555分,68.51%,4.978分,72.16%,,,,,,,,,,
154,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao潇潇浪子01"，"点我对话"),潇潇浪子01,自由鱼服饰,13898187408,,,https://shop70936488.taobao.com,101,辽宁省沈阳市,,99.3%,4.93123分,59.90%,4.9255分,45.97%,4.92837分,45.76%,,,,,,,,,,
155,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阿拉杂铺"，"点我对话"),阿拉杂铺,东南隅瓷器,,13606898964,,https://alazapu.taobao.com,420,浙江省金华市,,,4.88788分,37.94%,4.89848分,35.49%,4.89697分,32.18%,,,,,,,,,,
156,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao悦友科技"，"点我对话"),悦友科技,悦友办公设备,,13928317669,,https://shop59430995.taobao.com,0,广东省惠州市,,99.6%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
157,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxtxadqq"，"点我对话"),xtxadqq,绿源仿真植物店,,15010107061,,https://shop69062307.taobao.com,0,北京市,,96.7%,,,,,,,,,,,,,,,,
158,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao迷泥小猪"，"点我对话"),迷泥小猪,AILTO爱乐陶,15058859850,,,https://shop60147151.taobao.com,10304,浙江省宁波市,,,4.91183分,38.83%,4.93656分,48.32%,4.93978分,50.37%,,,,,,,,,,
159,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao红平花卉"，"点我对话"),红平花卉,红平花卉,,18936917302,,https://shop100520038.taobao.com,15,江苏省宿迁市,,98.7%,4.85185分,0.21%,4.88889分,6.10%,4.88889分,3.10%,,,,,,,,,,
160,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohetaoyouyanghu"，"点我对话"),hetaoyouyanghu,石家庄玩霸文玩工具店,,13273411607,,https://shop66497557.taobao.com,1385,河北省石家庄市,,98.8%,4.77236分,-1.78%,4.78862分,-1.96%,4.77236分,-2.40%,,,,,,,,,,
161,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozhen520l88"，"点我对话"),zhen520l88,阿亮翡翠行,,13421612434,,https://shop63352930.taobao.com,2,广东省惠州市,,99.6%,4.92982分,62.09%,4.92982分,53.09%,4.92982分,51.06%,,,,,,,,,,
162,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb5858435"，"点我对话"),tb5858435,chic唯衣坊,,13602777543,,https://shop100498021.taobao.com,516,广东省广州市,,,4.63158,-4.08%,4.71579,-3.01%,4.72632分,-2.91%,,,,,,,,,,
163,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao李晓平2011"，"点我对话"),李晓平2011,流行布袋店,13913906184,13913906184,,https://shop101445976.taobao.com,33,江苏省南京市,,99.4%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
164,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaochristinachunxie"，"点我对话"),christinachunxie,卡薇拉Cavilla官营店,13467662790,15994822196,,https://shop61107065.taobao.com,68,广东省深圳市,,99.1%,4.98895分,92.72%,4.98895分,91.20%,4.98895分,90.91%,,,,,,,,,,
165,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao定龙钓线"，"点我对话"),定龙钓线,定龙钓具企业店,,13972861561,,https://shop61036761.taobao.com,391,湖北省荆门市,,,4.91678,45.94%,4.92525,43.68%,4.92243分,40.68%,,,,,,,,,,
166,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao半两糖"，"点我对话"),半两糖,半两糖内衣,,15279980364,,https://shop72480414.taobao.com,293,江西省景德镇市,,97%,4.94017分,65.11%,4.95157分,64.88%,4.93162分,48.22%,,,,,,,,,,
167,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotskt2008"，"点我对话"),tskt2008,鸥翔商贸,15899964675,,,https://shop136198341.taobao.com,24,广东省广州市,,99%,4.92857分,57.95%,4.92857分,49.66%,4.78571分,-1.66%,,,,,,,,,,
168,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoa无为bcd及时雨13579ssggh"，"点我对话"),a无为bcd及时雨13579ssggh,晨兴装载机配件,,13791287837,,https://shop107582843.taobao.com,0,山东省烟台市,,98%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
169,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao午夜醉情歌8"，"点我对话"),午夜醉情歌8,小刚渔具店,,13867578610,,https://shop70619474.taobao.com,45,浙江省绍兴市,,98%,4.79167分,-1.12%,4.70833分,-3.27%,4.79167分,-1.59%,,,,,,,,,,
170,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao毅文宝"，"点我对话"),毅文宝,别菲,,15067561407,15067561407,https://shop68533821.taobao.com,79,浙江省绍兴市,,,4.81013分,0.38%,4.89873分,26.56%,4.92405分,42.48%,,,,,,,,,,
171,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao津旺轮椅"，"点我对话"),津旺轮椅,津旺轮椅厂家直销店,18002067659,,,https://shop107558742.taobao.com,262,天津市,,99.7%,4.84184,-1.87%,4.85204,-1.77%,4.82653分,-2.33%,,,,,,,,,,
172,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosanyueqi"，"点我对话"),sanyueqi,三月七首饰定做馆,,15800400037,,https://shop131782.taobao.com,2,上海市,,99.9%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
173,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao惠居休闲服饰"，"点我对话"),惠居休闲服饰,南极人家裕户晓店,,18921782800,,https://689689.taobao.com,7,江苏省徐州市,,97.9%,4.11429,-14.79%,4.37143,-10.09%,4.37143分,-10.20%,,,,,,,,,,
174,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqq298485242"，"点我对话"),qq298485242,朵朵家实拍女装批发,,13971000251,,https://shop103605783.taobao.com,0,湖北省武汉市,,97.6%,4.88462分,32.72%,4.84615分,0.33%,4.80769分,-1.24%,,,,,,,,,,
175,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojiaxiangjiaxiang"，"点我对话"),jiaxiangjiaxiang,亦雅简家日用商城,,13676121332,,https://shop63064874.taobao.com,1515,广东省汕头市,,,4.83838分,10.57%,4.86195分,12.18%,4.87879分,20.12%,,,,,,,,,,
